,Unnamed: 0,image_A_url,image_B_url,image_C_url,target,utterance,utterance_post
2483,2483,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2df829fa60a85466a2f2a5c7a758a47/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/989694b21ed5752d4c61a7cce317bfb7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/8fdfdb325c5239e798e0d1738edd4f19/image_p020_t337_r005.png,"[0, 0, 1]",this lap has a rectangular top,this lap has a rectangular top
2484,2484,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a56224d991c3eedf77d8f08447bad584/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e99793b871d27333d42b9650f19dd425/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/37b0f61c553e0499be27e423fd45ffe7/image_p020_t337_r005.png,"[0, 0, 1]",Sphere suspended in semicircle.,sphere suspended in semicircle
2485,2485,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/18ed152bad2c123b4b3c42e318f3affc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/356224e2ce466b551218479e9cbf7bda/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/71c9e25ec4fe08cbf7454c09d6230a4d/image_p020_t337_r005.png,"[0, 0, 1]",Tall lampost like standing lamp,tall lampost like standing lamp
2486,2486,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/112058b3f8c94177d2dba55bc7acf0bc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/fb2de79ee3a257eaf8f5708c6c7585cb/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/8c5f6d5f0ad51f1a45c8b1285cb15c2c/image_p020_t337_r005.png,"[0, 0, 1]","Round hollow center base, hook coming out of the back, lamp post is black and small, triangle holds lamp shade, lamp shade has a little switch on top.",round hollow center base hook coming out of the back lamp post is black and small triangle holds lamp shade lamp shade has a little switch on top
2487,2487,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1b79210962721517fcddd74ee6c69025/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/7e5dc9256f9600d9fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e13a855926f25ffc5285aeabe3f6e218/image_p020_t337_r005.png,"[0, 0, 1]",Oblong shade atop standing donut shape.,oblong shade atop standing donut shape
2488,2488,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3a58b059261aa07229a42a0444436860/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/dce4bd10d499b2f24b3c42e318f3affc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4bd69765d13c26ee29a42a0444436860/image_p020_t337_r005.png,"[0, 0, 1]",A table lamp with a rectangle base and a X on the top of the shade.,a table lamp with a rectangle base and a x on the top of the shade
2489,2489,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/36a1e900d1b4d4b287b2013bc93e747c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/6999ab054bc900d1868fb986bc092533/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/5f1dec078cee0f78c580fdeb5460f6d6/image_p020_t337_r005.png,"[0, 0, 1]",Upturned dome atop pole.,upturned dome atop pole
2490,2490,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/16ae2568c9e62681f8b8d4a282992be4/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bad7893ac164cc44a43934c3f4e340d5/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1b35827236954b2bb6436276138aac1/image_p020_t337_r005.png,"[0, 0, 1]",This is likely a floor lamp with a thick pole connecting to an inverted cone for the top.,this is likely a floor lamp with a thick pole connecting to an inverted cone for the top
2491,2491,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1efd03d9264973c9f2098a9f7fc86999/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/87254ebbd9e57bb84dd6c3274cd9823/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/94fdbb748526dae4ea2d70ab68cd1d2/image_p020_t337_r005.png,"[0, 0, 1]",Small sphere atop a column.,small sphere atop a column
2492,2492,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/41c1e411592ecabcb7487183c0e206af/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4bf29c47c18e7020fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/871e950f1d453b32597976c675750537/image_p020_t337_r005.png,"[0, 0, 1]","The target lamp has a round base and a very thin stem.  The shade is a round disk, like a disk of cheese.",the target lamp has a round base and a very thin stem  the shade is a round disk like a disk of cheese
2493,2493,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/87254ebbd9e57bb84dd6c3274cd9823/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d42435906e79e4131de8e551fc6cf2b0/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/377df6e7a3d84edfa123ce0dff5bf4e6/image_p020_t337_r005.png,"[0, 0, 1]",Has a flat disk top.,has a flat disk top
2494,2494,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2f216bc398d3da98cddf96969ede3013/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/55de711b4c86b86188e7662971dc736f/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/636d72f06ebabbdf9e8cd846ef13776/image_p020_t337_r005.png,"[0, 0, 1]",Pole has two horizontal arms.,pole has two horizontal arms
2495,2495,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1cf44cb081b1a2b2fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/230efad5abd6b56bfcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2a39d5ec8856dba0fcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",Has deepest bowl and biggest mounting disk.,has deepest bowl and biggest mounting disk
2496,2496,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2071651fb8407e4314038d588fd1342f/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/748e643d7982fab3fbdebca9f6788597/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/85335cc8e6ac212a3834555ce6c51ffe/image_p020_t337_r005.png,"[0, 0, 1]",Straight pole with cross arms and lantern top.,straight pole with cross arms and lantern top
2497,2497,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1f15e31094a7460aad5067eac75a07f7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/fa853b92d9a5cb66168e1d639d85c126/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bf2687bb57e94f4071d7520e3757f3e9/image_p020_t337_r005.png,"[0, 0, 1]","'Pencil"" shape atop slim column",pencil shape atop slim column
2498,2498,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d2ad6adbad3ac49752d7b587347d0cf4/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/f79cd66d0a369bdb29a42a0444436860/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/36a1e900d1b4d4b287b2013bc93e747c/image_p020_t337_r005.png,"[0, 0, 1]",this object has a square base and four wires coming up out of it,this object has a square base and four wires coming up out of it
2499,2499,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1165e8de3cee9f706314698551cd43b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e138b41985e7382cfcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1e10f920ed440021cbded0430ad5ccf/image_p020_t337_r005.png,"[0, 0, 1]",That one that would be tallest and has square bottom.,that one that would be tallest and has square bottom
2500,2500,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2e06c6e29aa90245532e8683617554c4/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9f5c3ea9f8254b8bd42b9650f19dd425/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/37be7d2937f7fd88fcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",Two 'bar stool' shapes on horizontal bar.,two bar stool shapes on horizontal bar
2501,2501,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/30e5d9149ddfeef27357c8b8283e0cce/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a90fa89d0cb8ec989cd3f9e8648111d1/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/94af43cc530f8c4649244b68aadec703/image_p020_t337_r005.png,"[0, 0, 1]",Choose the ceiling lamp with 3 hanging strings.,choose the ceiling lamp with 3 hanging strings
2502,2502,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4003077668e23d6c9998b4eb812699dd/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/af8fdc831cc65f0cb0a29c51aa6f10ce/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/aa34fbd699f88094e5c7ea227b17d897/image_p020_t337_r005.png,"[0, 0, 1]",Choose the lamp with the cup-shaped top and smaller light coming out the middle.,choose the lamp with the cupshaped top and smaller light coming out the middle
2503,2503,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/374ee0d01fb25ecc9bad7d7f6ef7bb21/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c43c89d862e10552b24ecc319936dfe2/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/36cbe594af434ef9a89ecd28750d46ac/image_p020_t337_r005.png,"[0, 0, 1]",Choose the lamp with the long chain hanging from the shade.,choose the lamp with the long chain hanging from the shade
2504,2504,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/409ff705d837b30ec3c3e425b20b4636/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/40e6433da380273d128650ca4a80c238/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2cba43cc26f174a8f9a65dcd8ee605f/image_p020_t337_r005.png,"[0, 0, 1]",this is the square table with the lamp and picture frame,this is the square table with the lamp and picture frame
2505,2505,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1854bd4bcf32ca32e95ee7559a2a873b/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/94fdbb748526dae4ea2d70ab68cd1d2/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2d3c98d5d85f22a127babbd370e736b/image_p020_t337_r005.png,"[0, 0, 1]",Tall umbrella lamp with smaller shade.,tall umbrella lamp with smaller shade
2506,2506,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/8f5347fce0d9b517cac7c8ef7fe2392d/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/caeabb766b3b9c67d3c1dc91e223304c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/112058b3f8c94177d2dba55bc7acf0bc/image_p020_t337_r005.png,"[0, 0, 1]",this light has six smaller lights,this light has six smaller lights
2507,2507,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1f115309bcbcbc5326010ae5c9a5e78f/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1f30b28f2dfe65a21735ea0e092a805a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/5849d1a237cb493c659dda512294c744/image_p020_t337_r005.png,"[0, 0, 1]",Deep dome suspended by one rod.,deep dome suspended by one rod
2508,2508,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bf659a08301f20f2ac94db38cec7b356/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d12558a4b1dec5ab37b2bb75885cfc44/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3f7eb5ef5d304040d847cb32379eb854/image_p020_t337_r005.png,"[0, 0, 1]",Choose the chandelier with many lampshades.,choose the chandelier with many lampshades
2509,2509,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/19654d8fe7090a887eaeab1f0c9120b7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/380d313b3c277f5e1735ea0e092a805a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/6b130799a53c2917cea97147b08cd8b/image_p020_t337_r005.png,"[0, 0, 1]","Arm angle is slightly less acute, and 'cord' loop is slightly smaller.",arm angle is slightly less acute and cord loop is slightly smaller
2510,2510,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/33e210ccfa79a0ed581fd19c35a5c8c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4c757abf44253f8360ad823977adaa23/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d2ad6adbad3ac49752d7b587347d0cf4/image_p020_t337_r005.png,"[0, 0, 1]",object has a square base and square top,object has a square base and square top
2511,2511,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/421734c234a9ecce5c166769fb8a1974/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/816bafd4dd0a04756da1275102abcdb1/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d54b55ff9b0923c12cd2160e449d45ae/image_p020_t337_r005.png,"[0, 0, 1]",Has 12 suspended lights.,has 12 suspended lights
2512,2512,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2958cd9fd799bf02cfbcbf340cec6da1/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/cdf8043d57863c1b17b431cae0dd70ed/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/20af3e3a79e7023a6c342cf382162bc7/image_p020_t337_r005.png,"[0, 0, 1]",Floor pole lamp with three lights at the top.,floor pole lamp with three lights at the top
2513,2513,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/122fb7bfa09c184ca249f8489bc060dd/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/bde9b62e181cd4694fb315ce917a9ec2/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/6aa1ce4e245001589f1a71e46bbde97c/image_p020_t337_r005.png,"[0, 0, 1]",Sphere in dome atop curving pole,sphere in dome atop curving pole
2514,2514,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/29a363fc242b282b45df535caecae62/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/fed712ffbeff29defcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/7c8d71334a6bbe8eb3d57d6094a92e4e/image_p020_t337_r005.png,"[0, 0, 1]",Table lamp with multiple cylinders.,table lamp with multiple cylinders
2515,2515,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/6bb8020fa82b27dde11a3e838aa2c287/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/99253484c463e9dd7688e67ac1793ffc/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/26f725bb6578936cd247b9308cd5c441/image_p020_t337_r005.png,"[0, 0, 1]",The table lamp with square bottom and stacked ball base.,the table lamp with square bottom and stacked ball base
2516,2516,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/29a363fc242b282b45df535caecae62/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/7c8d71334a6bbe8eb3d57d6094a92e4e/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/fed712ffbeff29defcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",Hanging light with the thin bar connecting it.,hanging light with the thin bar connecting it
2517,2517,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/108a5262552050dfa9370719b830fc2c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/37f318fc52f4ae333f534d0cf4cbfb4f/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/230c9e3d0e423ade7b7adc4c6de912f0/image_p020_t337_r005.png,"[0, 0, 1]",Choose the object that looks like two stacked acorns.,choose the object that looks like two stacked acorns
2518,2518,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1112f253e122dc8273111597f45b8227/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/25f1a1563f38912250f0b0248b30425/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/7603ca578be87f24b48d582908a164ed/image_p020_t337_r005.png,"[0, 0, 1]",Choose the lamp with the skinniest pole and has parts visible underneath the shade.,choose the lamp with the skinniest pole and has parts visible underneath the shade
2519,2519,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/3e21ab6c6d82ec4e1509d7278de350d1/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/4fe9a79b382d30fb1735ea0e092a805a/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c7b77a991430bf08b8812f80908a0273/image_p020_t337_r005.png,"[0, 0, 1]",Three small shades suspended from curved arm.,three small shades suspended from curved arm
2520,2520,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/38eedb7c36b785fda81f841e85c630d5/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/beab7a10e86dc5bd70d7da54cdb9b8d0/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d9adf06b7288f3cbac520a24f902dbdd/image_p020_t337_r005.png,"[0, 0, 1]",Bending pole shaped lamp with saucer type lampshade,bending pole shaped lamp with saucer type lampshade
2521,2521,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/230efad5abd6b56bfcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2a39d5ec8856dba0fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1cf44cb081b1a2b2fcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",Target has a full black bottom with a grey circular top. The circular top is grey along the outer edges and the small grey circle on the very top is very small,target has a full black bottom with a grey circular top the circular top is grey along the outer edges and the small grey circle on the very top is very small
2522,2522,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1728c555de071aad3ea96ac97db63fa8/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/9fbe081afc5868ca5c9ed170ce1aefed/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/b6989c99bba1226539b3360f500ac52a/image_p020_t337_r005.png,"[0, 0, 1]",Choose the object with the cable coming from the ceiling.,choose the object with the cable coming from the ceiling
2523,2523,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/2632d9a8462774cd81255bc546ed0fe3/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/28210d460a79e323322123314d92e1d/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/dc04781fbec1e188b1baefce5cfff2fa/image_p020_t337_r005.png,"[0, 0, 1]",Bent arm on ring base.,bent arm on ring base
2524,2524,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/13b365ef4887f5d388a942de43574033/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/c20ca2a29975866cbc7ea0c51211251/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1facaa0eb35496fb69783ac218a8a2bf/image_p020_t337_r005.png,"[0, 0, 1]",Ceiling fixture is a half-sphere suspended from its base by a single wire.,ceiling fixture is a halfsphere suspended from its base by a single wire
2525,2525,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1d2c2f3f398fe0ede6597d391ab6fcc1/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/8df4dd50d01bb801e9bc18ec03716e83/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/dba95c4ca95048982d9c07d3b9171829/image_p020_t337_r005.png,"[0, 0, 1]",Cylinder atop a rectangle.,cylinder atop a rectangle
2526,2526,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1e0f7ff92144792ac3ab13a0474803d5/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/24c91045ef1c6a91e4407e92c4b0344c/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/36c1653a021a526319620b61f6587b3e/image_p020_t337_r005.png,"[0, 0, 1]",Slender parallel poles with round top and bottom.,slender parallel poles with round top and bottom
2527,2527,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/22a0864cef495771fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/a82af4e7e81334f8876b399a99a15c0f/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1fcefc2c2ff00dd6c7c291dc7d41000c/image_p020_t337_r005.png,"[0, 0, 1]",Has stout rounded base.,has stout rounded base
2528,2528,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/31ddb926f7e196a7fcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/e02e79e028662e9ffcb8d8c6d4df8143/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/67fc0e388b91d55fcb8d8c6d4df8143/image_p020_t337_r005.png,"[0, 0, 1]",Choose the smallest lamp.,choose the smallest lamp
2529,2529,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/19654d8fe7090a887eaeab1f0c9120b7/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/1a963b28c5520cc737b2bb75885cfc44/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/8c410dce9de0c632ecb14096838a20c5/image_p020_t337_r005.png,"[0, 0, 1]",cylindrical bar atop bent poles on a disk,cylindrical bar atop bent poles on a disk
2530,2530,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/941271c5d9b192eaccd8f9b9403fd602/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/d21f149ace9ed2ffa3714990138052c2/image_p020_t337_r005.png,https://s3-us-west-1.amazonaws.com/geoglot/resources/images/non_chairs/shape_net/lamp/417039be1c492fd4212785a561e3d296/image_p020_t337_r005.png,"[0, 0, 1]",Choose the object with the flared base and nothing at the top.,choose the object with the flared base and nothing at the top
